"scenario_id","residual_loss"
"sha256:ff2d3-r2j-00064","25866.138675952203"
"sha256:ff2d3-r2j-00065","3893.9576524256263"
"sha256:ff2d3-r2j-00066","33531.309530587256"
"sha256:ff2d3-r2j-00067","68518.79751275602"
"sha256:ff2d3-r2j-00068","8867.93984972025"
"sha256:ff2d3-r2j-00069","51476.50662160288"
"sha256:ff2d3-r2j-00070","17641.937323801667"
"sha256:ff2d3-r2j-00071","-2797.9356752965396"
"sha256:ff2d3-r2j-00072","49551.748931881186"
"sha256:ff2d3-r2j-00073","54868.20622802377"
"sha256:ff2d3-r2j-00074","-3204.9622722844506"
"sha256:ff2d3-r2j-00075","29214.496352270562"
"sha256:ff2d3-r2j-00076","30762.75030744272"
"sha256:ff2d3-r2j-00077","12981.316449379974"
"sha256:ff2d3-r2j-00078","37700.1538893931"
"sha256:ff2d3-r2j-00079","61400.22294541231"
"sha256:ff2d3-r2j-00080","16405.474186593114"
"sha256:ff2d3-r2j-00081","29950.351067290932"
"sha256:ff2d3-r2j-00082","29975.293393836648"
"sha256:ff2d3-r2j-00083","29950.351067290932"
"sha256:ff2d3-r2j-00084","29950.351067290932"
"sha256:ff2d3-r2j-00085","-7295.29854676871"
"sha256:ff2d3-r2j-00086","25196.52929423471"
"sha256:ff2d3-r2j-00087","29950.351067290932"
"sha256:ff2d3-r2j-00088","29950.351067290932"
"sha256:ff2d3-r2j-00089","13903.20802680307"
"sha256:ff2d3-r2j-00090","16778.75094932504"
"sha256:ff2d3-r2j-00091","19697.610232247407"
"sha256:ff2d3-r2j-00092","21094.291691109713"
"sha256:ff2d3-r2j-00093","29950.351067290932"
"sha256:ff2d3-r2j-00094","39594.289084322605"
"sha256:ff2d3-r2j-00095","18901.397472420736"
"sha256:ff2d3-r2j-00096","10346.443820528657"
"sha256:ff2d3-r2j-00097","17516.20763928228"
"sha256:ff2d3-r2j-00098","29950.351067290932"
"sha256:ff2d3-r2j-00099","55923.89738717905"
"sha256:ff2d3-r2j-00100","26482.775100826504"
"sha256:ff2d3-r2j-00101","26546.439515499354"
"sha256:ff2d3-r2j-00102","29950.351067290932"
"sha256:ff2d3-r2j-00103","16163.644918697602"
"sha256:ff2d3-r2j-00104","68684.28170852666"
"sha256:ff2d3-r2j-00105","2188.0671894007246"
"sha256:ff2d3-r2j-00106","-24843.171427371737"
"sha256:ff2d3-r2j-00107","-9135.626823355618"
"sha256:ff2d3-r2j-00108","11741.519330767303"
"sha256:ff2d3-r2j-00109","28296.36394313608"
"sha256:ff2d3-r2j-00110","9021.886866713958"
"sha256:ff2d3-r2j-00111","29950.351067290932"
"sha256:ff2d3-r2j-00112","29950.351067290932"
"sha256:ff2d3-r2j-00113","29920.679704659517"
"sha256:ff2d3-r2j-00114","-4128.765200211084"
"sha256:ff2d3-r2j-00115","35886.688514457375"
"sha256:ff2d3-r2j-00116","12030.066685161833"
"sha256:ff2d3-r2j-00117","31189.11025937143"
"sha256:ff2d3-r2j-00118","59351.98659401498"
